Unnamed: 0,Issuer.Ticker,Issuer.Name,Sales...1.Yr.Growth,Profit.Margin,Return.on.Assets,Offer.Size..M.,Shares.Outstanding..M.,Offer.Price,Offer.To.1st.Close,Market.Cap.at.Offer..M.,Trade.Date..US.,cusip,Cash.Flow.per.Share,Instit.Owner....Shares.Out.,Instit.Owner..Shares.Held.,Month.Date,Month.of.Quarter,Real.GDP.Per.Capita,OECD.Leading.Indicator,Interest.Rate,Seasonally.Adjusted.Unemployment.Rate,CPI.Growth.Rate,Filing.Term.Price.Range,Priced.Range,Industry.Sector,Industry.Group,Industry.Subgroup,Underpriced,price_1yr,X1_year_return,X1_year_up,actual_date_1yr,days_from_ipo,status,1_Year_excess_return,1_day_excess_return
201,CSTL,Castle Biosciences Inc,50.1,-33.2,-11.8,73.6,16.649,16.0,33.75,266.384,7/25/19,14843C105,-0.7,94.9174,25012200.0,7/1/19,7/1/19,57845,99.35534623,3.0,3.786645109,0.167094162,14 - 16,Priced Within Range,0,22,61,1,39.04,144.0,1,2020-07-24,365,success,134.93275542678,34.2762401372888
202,CTACU,Grid Dynamics Holdings Inc,89.8,-3.6,-7.5,220.0,22.6,10.0,0.400000006,226.0,10/5/18,16166A202,0.3,26.1229,7350990.0,10/1/18,10/1/18,56851,100.2681725,2.75,3.822420119,0.176676346,10-Oct,Priced Within Range,1,1,31,1,10.65,6.5,1,2019-10-07,367,success,4.197510702069,0.952797880576749
203,CTMX,CytomX Therapeutics Inc,-30.6,-120.1,-32.6,92.004,35.925,12.0,7.5,431.1,10/8/15,23284F105,-1.8,79.0405,52233400.0,10/1/15,10/1/15,54045,99.52145458,0.75,5.19705592,-0.044968375,14 - 16,Priced Below Range,0,21,29,1,15.23,26.92,1,2016-10-07,365,success,19.6537964530055,6.61815643677011
204,CTRN,Citi Trends Inc,26.5,6.2,9.3,61.985,11.995,14.0,12.14285755,167.93,5/18/05,17306X102,8.3,117.754,9867070.0,5/1/05,4/1/05,50204,100.2702497,4.0,5.200249935,-0.102774923,14-Dec,Priced Within Range,5,17,113,1,45.38,224.14,1,2006-05-18,365,success,215.155225572811,11.1409824853313
205,CUBE,CubeSmart,21.1,27.1,4.5,460.0,37.3452,16.0,4.5625,597.52,10/22/04,229663109,2.2,105.154,236150000.0,10/1/04,10/1/04,49623,100.5370284,2.75,5.523151518,0.526592944,17 - 19,Priced Below Range,3,3,150,1,9.3,-41.86,0,2005-10-24,367,success,-50.9880797372377,5.53404064629179
206,CUDA,Barracuda Networks Inc,10.1,2.9,3.1,85.698,50.6433,18.0,19.72222137,911.58,11/6/13,68323104,1.2,0.21749,116732.0,11/1/13,10/1/13,52544,100.6507643,0.75,7.112790148,-0.204242419,18 - 21,Priced Within Range,4,8,151,1,4.3,-76.11,0,2014-11-06,365,success,-89.7565039262944,19.2956673660351
207,CUE,Cue Biopharma Inc,373.6,-295.5,-56.0,66.1553,19.3073,7.5,55.06666565,144.805,1/2/18,22978P106,-1.2,49.322,17452900.0,1/1/18,1/1/18,56195,100.4818485,2.0,4.134060502,0.544774545,7.50 - 7.50,Priced Within Range,0,21,29,1,5.16,-31.2,0,2019-01-02,365,success,-24.1906055373169,54.2363294711429
208,CVGI,Commercial Vehicle Group Inc,35.3,2.4,2.4,133.699,16.9888,13.0,0.769230783,220.85,8/5/04,202608105,-0.9,58.3372,19469500.0,8/1/04,7/1/04,49243,100.6961111,2.5,5.45422641,0.05279831,15 - 17,Priced Below Range,5,38,154,1,22.26,71.23,1,2005-08-05,365,success,56.1083148505945,2.40126831323293
209,CVI,CVR Energy Inc,84.2,0.3,8.3,437.0,86.1413,19.0,6.578947544,1636.68,10/23/07,12662P108,3.9,96.8548,97368700.0,10/1/07,10/1/07,52066,101.6347884,5.0,4.768472729,0.213919133,18 - 20,Priced Within Range,2,28,68,1,1.14,-93.99,0,2008-10-22,365,success,-58.8364418986562,5.69866165795075
210,CVLT,CommVault Systems Inc,6.3,4.3,3.3,185.278,41.651,14.5,17.24137878,603.94,9/21/06,204166102,3.9,100.353,44689100.0,9/1/06,7/1/06,51155,101.105954,6.25,4.602876755,-0.490436488,12.50 - 14.50,Priced Within Range,1,5,72,1,18.67,28.76,1,2007-09-21,365,success,13.5312141162453,17.7809299887899
211,CVNA,Carvana Co,129.3,-1.0,-11.6,225.0,15.0,15.0,-26.0,225.0,4/28/17,146869102,-31.3,117.797,124803000.0,4/1/17,4/1/17,55057,99.87725138,1.5,4.433586626,0.296553337,14 - 16,Priced Within Range,5,17,51,0,26.21,74.73,1,2018-04-30,367,success,62.8710957213798,-25.8086852664033
212,CVRR,CVR Refining LP,27.8,1.5,16.3,690.0,151.2,25.0,0.200000003,3780.0,1/17/13,12663P107,1.2,0.0237256,35019.0,1/1/13,1/1/13,51998,100.0401909,0.75,8.002806341,0.295730419,24 - 26,Priced Within Range,2,28,68,1,13.94,-44.26,0,2014-01-17,365,success,-69.0712738286934,-0.364292179814796
213,CWH,Camping World Holdings Inc,26.9,4.0,4.7,261.188,18.936,22.0,2.272727251,405.403,10/7/16,13462K109,3.4,79.4998,33495000.0,10/1/16,10/1/16,54714,99.43029734,1.0,4.98714224,0.124674851,21 - 23,Priced Within Range,5,12,156,1,27.02,22.82,1,2017-10-09,367,success,4.32519190573231,2.59807561917107
214,CWK,Cushman & Wakefield PLC,19.7,2.6,4.1,879.75,215.172,17.0,4.764705658,3657.92,8/2/18,N.A.,2.4,99.236,224032000.0,8/1/18,7/1/18,56831,100.5227439,2.5,3.835982303,0.055554233,16 - 18,Priced Within Range,3,34,130,1,18.62,9.53,1,2019-08-02,365,success,5.06129613910753,4.27206115204022
215,CYH,Community Health Systems Inc,4.9,1.8,-1.2,243.75,74.3978,13.0,5.288461685,967.17,6/9/00,203668108,-1.0,84.5583,113911000.0,6/1/00,4/1/00,46704,100.6856604,6.0,4.016709703,0.524781341,13 - 15,Priced Within Range,0,0,56,1,21.31,63.91,1,2001-06-11,367,success,76.2638897047535,5.61138634363794
216,CYS,CYS Investments Inc,104.8,52.0,0.3,115.115,18.2335,11.0,5.0,200.57,6/12/09,12673A108,1.6,0.363562,565120.0,6/1/09,4/1/09,49408,96.31575597,0.5,9.523413945,0.858989226,13-Nov,Priced Within Range,3,3,6,1,4.09,-62.83,0,2010-06-14,367,success,-77.6924449889836,4.86030041808001
217,CYTK,Cytokinetics Inc,26.1,-305.7,-29.6,103.155,26.8453,13.0,23.84615326,348.99,4/29/04,23282W605,-1.8,113.007,106940000.0,4/1/04,4/1/04,48905,101.0072146,2.0,5.662633096,0.320170758,13-Nov,Priced Within Range,0,21,29,1,29.46,126.62,1,2005-04-29,365,success,122.805441163148,24.6052358360562
218,DASH,DoorDash Inc,69.3,-9.5,-11.0,3366.0,286.343,102.0,85.79412079,29207.0,12/9/20,25809K105,2.0,95.2562,342997000.0,12/1/20,10/1/20,57005,99.71018332,0.25,6.897872332,0.094147847,90 - 95,Priced Above Range,4,8,9,1,164.86,61.63,1,2021-12-09,365,success,34.0236944030006,86.5890409601668
219,DBI,Designer Brands Inc,43.0,4.8,8.2,307.266,14.1625,19.0,26.84210587,269.09,6/29/05,250565108,2.3,105.97,59873800.0,6/1/05,4/1/05,50204,100.2962748,4.25,5.089785897,0.051440329,15 - 17,Priced Above Range,5,17,23,1,11.62,-38.85,0,2006-06-29,365,success,-42.1295745957493,26.9852494302834
220,DBX,Dropbox Inc,12.7,15.5,11.5,869.4,58.4804,21.0,35.61904907,1228.09,3/23/18,26210C104,1.8,86.4971,242548000.0,3/1/18,1/1/18,56195,100.6306862,2.25,4.075548902,0.22611259,18 - 20,Priced Above Range,1,5,82,1,21.83,3.95,1,2019-03-25,367,success,-4.25821517850518,37.7157371172766
221,DDOG,Datadog Inc,70.4,-2.0,-0.5,745.2,27.6,27.0,39.07407379,745.2,9/19/19,23804L103,0.9,90.0245,262916000.0,9/1/19,7/1/19,57845,99.2709694,2.5,3.572134909,0.078344858,24 - 26,Priced Above Range,1,5,82,1,85.69,217.37,1,2020-09-18,365,success,204.775174751545,39.0720763043462
222,DEA,Easterly Government Properties,12.1,10.9,0.8,207.0,24.1684,15.0,3.333333254,362.526,2/6/15,27616P103,1.4,97.6762,88703700.0,2/1/15,1/1/15,53806,100.5176164,0.75,5.549639901,0.434304492,14 - 16,Priced Within Range,3,3,157,1,23.67,57.79,1,2016-02-08,367,success,64.6020683821948,3.67515049366975
223,DEI,Douglas Emmett Inc,3.0,7.1,0.9,1593.9,114.283,21.0,12.61904716,2399.94,10/24/06,25960P109,2.5,102.377,179968000.0,10/1/06,10/1/06,51455,101.1917389,6.25,4.45357667,-0.542138985,19 - 21,Priced Within Range,3,3,157,1,13.85,-34.05,0,2007-10-24,365,success,-44.3746715128553,12.5929048385543
224,DG,Dollar General Corp,1.4,7.0,8.6,823.515,340.645,21.0,8.238095284,7153.55,11/13/09,256677105,12.2,98.4881,222161000.0,11/1/09,10/1/09,49886,98.58341245,0.5,10.03839153,0.070775337,21 - 23,Priced Within Range,5,17,113,1,25.12,19.61,1,2010-11-15,367,success,8.63036971906886,7.66416587950854
225,DHX,DHI Group Inc,7.8,-24.8,0.9,220.896,61.961,13.0,3.076923132,805.49,7/18/07,23331S100,0.6,85.564,40883000.0,7/1/07,7/1/07,51882,101.9183313,6.25,4.697204833,-0.025437721,13-Nov,Priced Within Range,4,8,159,1,7.67,-41.0,0,2008-07-17,365,success,-19.5754476821309,3.28345552970531
226,DKL,Delek Logistics Partners LP,24.4,23.5,12.3,193.2,11.9993,21.0,6.428571224,251.99,11/2/12,24664T103,6.3,14.2064,6178680.0,11/1/12,10/1/12,51634,99.80309801,0.75,7.867321051,-0.473808669,19 - 21,Priced Within Range,2,2,2,1,10.7,-49.07,0,2013-11-04,367,success,-73.2773327578555,7.36651666484096
227,DKS,Dick's Sporting Goods Inc,28.2,12.3,14.2,100.576,11.2912,12.0,9.583333015,135.49,10/16/02,253393102,19.4,113.709,63226000.0,10/1/02,10/1/02,46883,98.30208375,1.25,5.783866299,0.165745856,15 - 18,Priced Below Range,5,17,92,1,8.01,-33.28,0,2003-10-16,365,success,-55.3097151466484,11.994625755
228,DLB,Dolby Laboratories Inc,10.2,24.2,6.6,569.25,31.625,18.0,35.0,569.25,2/16/05,25659T107,4.4,101.045,62234300.0,2/1/05,1/1/05,50068,100.4087346,3.5,5.435789926,0.576822234,16 - 18,Priced Within Range,5,44,146,1,15.69,-12.82,0,2006-02-16,365,success,-18.2060952154992,34.9818223811763
229,DLR,Digital Realty Trust Inc,13.4,38.6,3.8,257.056,20.0,12.0,0.0,240.0,10/29/04,253868103,6.0,114.479,329152000.0,10/1/04,10/1/04,49623,100.5370284,2.75,5.523151518,0.526592944,14 - 16,Priced Below Range,3,3,50,0,8.81,-26.56,0,2005-10-31,367,success,-31.9732062159327,-0.2448032839383
230,DLTH,Duluth Holdings Inc,9.3,4.2,4.4,92.004,28.9284,12.0,13.75,347.141,11/20/15,26443V101,2.8,33.0174,9909720.0,11/1/15,10/1/15,54045,99.41157201,0.75,5.199007422,-0.211068038,14 - 16,Priced Below Range,5,17,23,1,32.47,170.58,1,2016-11-21,367,success,165.891525694079,13.3689804136908
231,DNB,Dun & Bradstreet Holdings Inc,24.5,-3.3,-0.3,1981.05,423.001,22.0,15.22727299,9306.03,7/1/20,26484T106,1.1,98.1151,427518000.0,7/1/20,7/1/20,56484,97.81746245,0.25,9.875006693,0.50582435,19 - 21,Priced Above Range,0,7,45,1,20.21,-8.14,0,2021-07-01,365,success,-45.8804523187087,14.7250597194951
232,DNLI,Denali Therapeutics Inc,-85.5,-597.1,-22.6,287.5,90.0628,18.0,19.16666603,1583.63,12/8/17,24823R105,-1.7,75.9608,103165000.0,12/1/17,10/1/17,55877,100.3962325,2.0,4.150219646,-0.058783228,17 - 19,Priced Within Range,0,21,29,1,20.23,12.39,1,2018-12-10,367,success,13.0846981708467,18.6160353801609
233,DOC,Physicians Realty Trust,4.6,18.3,2.5,135.166,12.0036,11.5,0.0,138.04,7/19/13,71943U104,1.1,97.8961,223459000.0,7/1/13,7/1/13,52284,100.6172944,0.75,7.464771304,0.039399753,11.50 - 13.50,Priced Within Range,3,3,136,0,21.18,84.16,1,2014-07-21,367,success,68.4380210068334,-0.16100504969605
234,DOCU,DocuSign Inc,45.0,-3.3,-4.3,723.695,155.364,29.0,37.0,4505.56,4/27/18,256163106,2.5,85.0806,170824000.0,4/1/18,4/1/18,56512,100.6581149,2.25,4.024101718,0.397509156,26 - 28,Priced Above Range,1,5,72,1,57.66,98.83,1,2019-04-29,367,success,88.7184239581789,36.8886374996924
235,DOMO,Domo Inc,22.7,-39.5,-57.4,222.18,23.0701,21.0,30.0,484.472,6/29/18,257554105,0.011836,92.8151,28774700.0,6/1/18,4/1/18,56512,100.6340823,2.5,4.03458096,0.15938757,19 - 22,Priced Within Range,1,5,81,1,27.74,32.1,1,2019-07-01,367,success,23.8822120099476,29.92415968887
236,DPZ,Domino's Pizza Inc,5.8,11.7,26.3,339.107,68.6536,14.0,-3.571428537,961.15,7/12/04,25754A201,17.5,115.484,40880600.0,7/1/04,7/1/04,49243,100.8035013,2.25,5.557144436,-0.158144439,15 - 17,Priced Below Range,5,17,33,0,10.45,-25.38,0,2005-07-12,365,success,-32.8749540807456,-3.70980947519747
237,DRH,DiamondRock Hospitality Co,89.3,-34.3,2.8,312.751,48.2376,10.5,0.952380955,506.495,5/26/05,252784301,-0.0108792,107.446,224966000.0,5/1/05,4/1/05,50204,100.2702497,4.0,5.200249935,-0.102774923,10.50 - 12.50,Priced Within Range,3,3,63,1,7.92,-24.56,0,2006-05-26,365,success,-29.6492562961927,0.312891796417193
238,DRRX,Durect Corp,-53.5,-259.4,-38.3,84.0,45.8057,12.0,20.05208397,549.668,9/28/00,266605104,-0.1,44.7221,101904000.0,9/1/00,7/1/00,46624,100.100302,6.0,3.95818563,0.520833333,12-Oct,Priced Within Range,0,13,15,1,96.8,706.67,1,2001-09-28,365,success,734.576662743103,17.8285622219819
239,DT,Dynatrace Inc,32.1,5.6,1.2,655.218,280.411,16.0,49.0625,4486.58,8/1/19,268150109,0.8,105.881,304783000.0,8/1/19,7/1/19,57845,99.29377063,2.75,3.719931819,-0.005066824,13 - 15,Priced Above Range,1,5,82,1,41.83,161.44,1,2020-07-31,365,success,151.117545879896,49.962379379571
240,DVAX,Dynavax Technologies Corp,844.0,17.4,27.8,51.75,23.6738,7.5,25.33333397,177.55,2/19/04,268158201,2.8,104.143,132871000.0,2/1/04,1/1/04,48633,100.9457332,2.0,5.666379165,0.539956803,14-Dec,Priced Below Range,0,21,29,1,63.0,740.0,1,2005-02-18,365,success,734.502473039208,25.7465831949791
241,DXCM,Dexcom Inc,27.0,6.3,4.7,56.4,25.1868,12.0,-2.166666746,302.24,4/14/05,252131107,1.1,105.7,408277000.0,4/1/05,4/1/05,50204,100.2832173,3.75,5.242813147,0.672529747,14-Dec,Priced Within Range,0,13,162,0,5.16,-56.98,0,2006-04-17,368,success,-67.6955364871896,-1.1664887235317
242,EACIQ,Erickson Inc,-14.1,-29.1,-10.8,38.4,9.603,8.0,0.0,76.82,4/11/12,29482P100,1.5,0.0270665,3761.0,4/1/12,4/1/12,51702,99.90659148,0.75,8.305796918,0.30210295,9-Aug,Priced Within Range,8,54,163,0,19.29,141.13,1,2013-04-11,365,success,124.716001388062,-0.744889573253338
243,EAF,GrafTech International Ltd,9.9,28.8,32.0,571.463,302.226,15.0,-3.666666746,4533.39,4/19/18,384313508,1.6,95.4185,244841000.0,4/1/18,4/1/18,56512,100.6581149,2.25,4.024101718,0.397509156,21 - 24,Priced Below Range,8,36,164,0,118.06,687.09,1,2019-04-22,368,success,679.391891219258,-3.09405426842102
244,EARN,Ellington Residential Mortgage,-93.9,-291.2,-2.4,129.0,9.1334,20.0,-3.900000095,182.67,5/1/13,288578107,2.2,30.1485,3993250.0,5/1/13,4/1/13,51982,100.4875479,0.75,7.705884828,0.178040777,20 - 20,Priced Within Range,3,3,165,0,3.66,-81.69,0,2014-05-01,365,success,-100.0,-2.96921174127367
245,EB,Eventbrite Inc,76.5,-74.3,-8.1,264.5,11.5,23.0,58.69565201,264.5,9/20/18,3.00E+113,0.8,115.611,93702300.0,9/1/18,7/1/18,56831,100.4151294,2.75,3.746935562,0.116202518,21 - 23,Priced Within Range,4,8,9,1,18.28,-20.52,0,2019-09-20,365,success,-23.114559037789,57.9115928142027
246,EBC,Eastern Bankshares Inc,6.1,24.8,0.9,1792.88,0.0,10.0,21.5,0.0,10/15/20,27627N105,0.8,57.3576,101338000.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,10-Oct,Priced Within Range,3,9,10,1,18.87,88.7,1,2021-10-15,365,success,63.4236935023038,21.6527755310524
247,EBS,Emergent BioSolutions Inc,15.2,12.8,1.8,62.5,27.4204,12.5,-6.400000095,342.75,11/15/06,29089Q105,6.0,85.2928,42551000.0,11/1/06,10/1/06,51455,101.2916395,6.25,4.568466443,-0.148662042,14 - 16,Priced Below Range,0,21,29,0,4.78,-61.76,0,2007-11-15,365,success,-67.0594130520978,-6.64044848575883
248,ECOR,ElectroCore Inc,55.9,-315.8,-61.3,89.7,28.3414,15.0,32.33333206,425.121,6/22/18,28531P103,-0.2,16.6139,11825300.0,6/1/18,4/1/18,56512,100.6340823,2.5,4.03458096,0.15938757,14 - 16,Priced Within Range,0,21,29,1,28.2,88.0,1,2019-06-24,367,success,80.9005950783227,32.147138611067
249,ECVT,Ecovyst Inc,23.2,-22.9,2.9,507.5,135.22,17.5,-1.428571463,2366.35,9/29/17,27923Q109,0.9,66.7195,86904300.0,9/1/17,7/1/17,55413,100.1379705,1.75,4.316244463,0.529490589,21 - 23,Priced Below Range,6,14,75,0,12.61,-27.97,0,2018-10-01,367,success,-43.6342907817544,-1.79908243809218
250,EDIT,Editas Medicine Inc,-71.8,-753.6,-32.2,108.56,36.5845,16.0,13.75,585.352,2/3/16,28106W103,-2.4,94.7829,65175600.0,2/1/16,1/1/16,54267,99.17484951,1.0,4.974560802,0.082307653,16 - 18,Priced Within Range,0,21,29,1,17.97,12.31,1,2017-02-02,365,success,-6.84473652413957,13.2507961064602
251,EEX,Emerald Holding Inc,14.2,-53.6,9.4,303.025,72.2022,17.0,14.70588207,1227.44,4/28/17,29103W104,1.2,89.0743,60222700.0,4/1/17,4/1/17,55057,99.87725138,1.5,4.433586626,0.296553337,18 - 20,Priced Below Range,0,7,45,1,18.04,6.12,1,2018-04-30,367,success,-5.73890427862022,14.8971968035967
252,EGLTQ,Zyla Life Sciences,167.8,74.5,-22.0,57.96,15.2875,12.0,0.0,183.45,2/6/14,28226B104,-0.1,7.21975,3486680.0,2/1/14,1/1/14,52266,100.6382872,0.75,6.7788573,0.369790865,13-Nov,Priced Within Range,0,13,65,0,9.59,-20.08,0,2015-02-06,365,success,-35.1964662736679,-1.24397928874673
253,EGRX,Eagle Pharmaceuticals Inc/DE,-8.6,-5.0,7.7,50.25,13.902,15.0,-14.46666622,208.53,2/12/14,269796108,2.1,109.776,14288300.0,2/1/14,1/1/14,52266,100.6382872,0.75,6.7788573,0.369790865,14 - 16,Priced Within Range,0,13,15,0,19.53,30.2,1,2015-02-12,365,success,16.4949728664678,-14.43973999387
254,EHTH,eHealth Inc,-7.6,-19.3,-12.8,80.5,21.6985,14.0,63.57143021,303.78,10/13/06,28238P109,-6.0,79.3186,21751000.0,10/1/06,10/1/06,51455,101.1917389,6.25,4.45357667,-0.542138985,12-Oct,Priced Above Range,3,18,118,1,27.14,93.86,1,2007-10-15,367,success,79.4943598718324,63.3667062833123
255,EIG,Employers Holdings Inc,-1.1,16.9,1.4,522.963,52.7152,17.0,17.47058868,896.16,1/31/07,292218104,0.3,82.7506,22505500.0,1/1/07,1/1/07,51492,101.5038509,6.25,4.666318328,0.305252725,14 - 16,Priced Above Range,3,18,25,1,11.91,-29.93,0,2008-01-31,365,success,-24.6499395422178,16.8113002912585
256,ELAN,Elanco Animal Health Inc,45.5,-9.9,-0.7,1736.04,365.625,24.0,50.0,8775.0,9/20/18,28414H103,0.9,105.424,499926000.0,9/1/18,7/1/18,56831,100.4151294,2.75,3.746935562,0.116202518,20 - 23,Priced Above Range,0,13,16,1,27.53,14.71,1,2019-09-20,365,success,12.115440962211,49.2159408042027
257,ELF,elf Beauty Inc,23.2,5.5,6.5,162.916,44.3798,17.0,55.88235474,754.457,9/22/16,26856L103,0.3,113.788,60237200.0,9/1/16,7/1/16,54549,99.32291136,1.0,5.067702195,0.240399586,14 - 16,Priced Above Range,0,53,145,1,19.28,13.41,1,2017-09-22,365,success,-1.79591169953884,55.2323762718833
258,ELV,Elevance Health Inc,13.7,4.4,6.1,1987.2,102.861,36.0,13.61111069,3703.0,10/30/01,36752103,34.3,97.831,233647000.0,10/1/01,10/1/01,46400,98.29104909,2.02,5.413870464,-0.336511497,33 - 37,Priced Within Range,0,0,142,1,26.46,-26.51,0,2002-10-30,365,success,-10.5105989620365,15.3277024695484
259,ENLK,EnLink Midstream Partners LP,71.7,2.1,4.2,46.0,2.333,20.0,0.5,46.66,12/12/02,29336U107,5.9,2.01191,2904370.0,12/1/02,10/1/02,46883,98.08210253,0.75,6.031730606,-0.220628792,19 - 21,Priced Within Range,2,2,2,1,7.23,-63.84,0,2003-12-12,365,success,-81.3060073330501,0.873497703526182
260,ENOV,Enovis Corp,25.5,1.8,0.3,388.125,44.006,18.0,16.66666603,792.11,5/8/08,194014502,6.9,103.592,56094600.0,5/1/08,4/1/08,51923,100.5720601,2.25,5.539569455,0.842088603,15 - 17,Priced Above Range,8,36,172,1,14.27,-20.73,0,2009-05-08,365,success,13.4802631665659,16.2997108178271
261,ENPH,Enphase Energy Inc,78.4,10.5,12.0,61.8912,40.6363,6.0,22.33333397,243.82,3/30/12,29355A107,2.6,81.6412,110970000.0,3/1/12,1/1/12,51559,99.92363477,0.75,8.317498152,0.759455862,7-Jun,Priced Within Range,2,15,19,1,5.86,-2.33,0,2013-04-01,367,success,-13.8162249342198,21.9634903256279
262,ENS,EnerSys,12.7,4.2,3.6,156.25,45.9456,12.5,0.0,574.32,7/30/04,29275Y102,-1.5,113.407,46303700.0,7/1/04,7/1/04,49243,100.8035013,2.25,5.557144436,-0.158144439,15 - 17,Priced Below Range,8,52,173,0,12.64,1.14,1,2005-08-01,367,success,-11.1199273459117,-0.117219353952702
263,ENSG,Ensign Group Inc/The,9.3,7.4,7.0,73.6,21.0464,16.0,0.875,336.74,11/9/07,29358P101,5.0,95.4527,52961200.0,11/1/07,10/1/07,52066,101.5178052,5.0,4.772251125,0.593961787,18 - 20,Priced Below Range,0,0,174,1,3.35,-79.06,0,2008-11-10,367,success,-41.306683318489,2.30370201551831
264,ENTA,Enanta Pharmaceuticals Inc,-20.7,-81.3,-28.7,64.4,17.4366,14.0,22.7142849,244.11,3/21/13,29251M106,-3.4,97.1641,20137100.0,3/1/13,1/1/13,51998,100.2801151,0.75,7.574579728,0.261450858,14 - 16,Priced Within Range,0,13,15,1,40.27,187.64,1,2014-03-21,365,success,167.264145360601,23.5425282758053
265,ENTG,Entegris Inc,23.6,17.8,4.1,143.0,67.0095,11.0,1.704545498,737.1,7/10/00,29362U104,2.9,102.719,153087000.0,7/1/00,7/1/00,46624,100.5207065,6.0,4.063214054,0.232018561,13-Nov,Priced Within Range,1,4,54,1,10.46,-4.94,0,2001-07-10,365,success,14.3759505811657,1.92633391822927
266,ENTL,Entellus Medical Inc,22.1,-38.2,-16.9,89.9997,18.3335,17.0,29.41176414,299.931,1/29/15,29363K105,-1.0,0.15692,47119.0,1/1/15,1/1/15,53806,100.6141113,0.75,5.715426963,-0.470589237,15 - 17,Priced Within Range,0,22,78,1,16.66,-2.0,0,2016-01-29,365,success,4.8423029808287,28.4582956022297
267,EOLS,Evolus Inc,76.2,-46.9,-38.9,60.57,23.6404,12.0,-4.166666508,283.685,2/8/18,30052C107,-0.6,43.8111,24642200.0,2/1/18,1/1/18,56195,100.5687191,2.0,4.155353875,0.453468997,14-Dec,Priced Within Range,0,21,29,0,26.71,122.58,1,2019-02-08,365,success,117.734976791941,-0.413024536116729
268,EPAM,EPAM Systems Inc,41.3,12.8,11.6,82.8,42.026,12.0,16.66666603,504.31,2/8/12,29414B104,10.1,97.0472,55815200.0,2/1/12,1/1/12,51559,99.86369756,0.75,8.372612628,0.440297355,16 - 18,Priced Below Range,1,1,31,1,21.52,79.33,1,2013-02-07,365,success,67.5200161037443,16.4506449547504
269,EQBK,Equity Bancshares Inc,-0.2,29.9,1.2,50.1975,7.441,22.5,6.177777767,0.0,11/11/15,29460X109,6.8,72.338,11529300.0,11/1/15,10/1/15,54045,99.41157201,0.75,5.199007422,-0.211068038,22 - 24,Priced Within Range,3,9,44,1,26.03,15.68,1,2016-11-10,365,success,12.5686718554217,6.50058636246983
270,EQGP,EQGP Holdings LP,13.3,31.4,5.5,714.15,266.165,27.0,21.92592621,7186.45,5/12/15,26885J103,2.4,0.0155393,47000.0,5/1/15,4/1/15,54021,100.231857,0.75,5.674303505,0.509723203,21 - 24,Priced Above Range,2,28,43,1,23.29,-13.74,0,2016-05-11,365,success,-11.8139465229945,22.2208899814718
271,EQH,Equitable Holdings Inc,-11.1,-3.9,1.0,3156.75,561.0,20.0,1.700000048,11220.0,5/10/18,2.95E+105,-1.8,110.396,408513000.0,5/1/18,4/1/18,56512,100.6574226,2.25,3.818462099,0.415891693,24 - 27,Priced Below Range,3,18,60,1,18.74,-6.28,0,2019-05-10,365,success,-11.7021852289113,0.762935686632177
272,ERII,Energy Recovery Inc,-12.6,13.7,7.6,136.85,47.9175,8.5,15.64705849,407.3,7/2/08,29270J100,0.2,84.2885,47198200.0,7/1/08,7/1/08,51523,99.74548384,2.25,5.879831975,0.525101113,9-Jul,Priced Within Range,8,33,84,1,6.59,-22.47,0,2009-07-02,365,success,4.65600729871888,17.4674204905352
273,ESNT,Essent Group Ltd,7.6,66.2,15.5,385.332,86.4946,17.0,23.52941132,1470.41,10/31/13,N.A.,6.3,105.789,113942000.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,13.50 - 15.50,Priced Above Range,3,18,175,1,21.78,28.11,1,2014-10-31,365,success,15.2574600642451,23.9133494689061
274,ESPR,Esperion Therapeutics Inc,-65.5,-343.0,-90.4,80.5,15.3293,14.0,3.571428537,214.61,6/26/13,29664W105,-9.1,120.491,88781900.0,6/1/13,4/1/13,51982,100.5692261,0.75,7.657716977,0.239970809,13 - 15,Priced Within Range,0,21,29,1,15.16,8.29,1,2014-06-26,365,success,-13.3359351469759,2.61237985896018
275,ESQ,Esquire Financial Holdings Inc,23.0,27.3,2.1,38.059,7.2116,14.0,8.928571701,100.962,6/27/17,29667J101,4.0,63.8705,5205010.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,14 - 16,Priced Within Range,3,9,10,1,25.47,81.95,1,2018-06-27,365,success,69.6455997240554,9.73585416731084
276,ESRT,Empire State Realty Trust Inc,2.4,-1.0,0.6,1068.93,100.118,13.0,0.769230783,1301.53,10/2/13,292104106,1.2,87.4692,140326000.0,10/1/13,10/1/13,52544,100.65078,0.75,7.416395048,-0.257528326,13 - 15,Priced Within Range,3,3,157,1,11.99,-7.75,0,2014-10-02,365,success,-24.1869192926167,0.835897744651918
277,ESTC,Elastic NV,41.7,-23.6,-15.4,289.8,70.5427,36.0,94.44444275,2539.54,10/5/18,N.A.,0.0612877,84.1604,80019600.0,10/1/18,10/1/18,56851,100.2681725,2.75,3.822420119,0.176676346,33 - 35,Priced Above Range,1,5,5,1,87.27,142.42,1,2019-10-07,367,success,140.117510702069,94.9972406245767
